Frame,Time,Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major
15525,15.525,23.4,-64.8,-257.7,349.8
15526,15.526,-90.8,-4.9,-333.2,360.3
15527,15.527,-70.1,18.8,-401.9,273.3
15528,15.528,-51.0,-2.9,-464.2,98.1
15529,15.529,0.6,-75.4,-408.0,23.5
15530,15.530,-14.7,-27.1,-254.1,-44.1
15531,15.531,-28.6,87.0,-26.4,-146.8
15532,15.532,-41.2,133.4,185.6,-352.9
15533,15.533,-29.3,118.8,378.4,-544.9
15534,15.534,-60.7,28.4,453.6,-669.3
15535,15.535,-108.2,-30.5,476.7,-645.9
15536,15.536,-133.9,-62.9,456.6,-624.7
15537,15.537,-109.8,-73.0,250.3,-454.8
15538,15.538,-73.7,-100.0,113.5,-249.6
15539,15.539,-54.2,-92.6,89.6,-112.0
15540,15.540,-24.4,-56.7,-23.4,-37.3
15541,15.541,-30.0,-103.1,-43.2,-106.1
15542,15.542,-64.7,-169.2,51.8,-44.6
15543,15.543,-132.2,-160.5,138.0,10.9
15544,15.544,-276.9,-40.9,185.3,95.5
15545,15.545,-256.1,147.1,228.1,172.6
15546,15.546,-86.4,221.8,241.4,242.5
15547,15.547,118.9,198.6,159.8,280.2
15548,15.548,367.1,135.9,21.6,384.7
15549,15.549,400.5,41.0,-110.1,454.7
15550,15.550,309.7,-11.0,-230.1,544.0
15551,15.551,227.1,-27.3,-432.9,578.3
15552,15.552,152.0,-70.4,-571.1,588.3
15553,15.553,129.3,-32.2,-646.7,558.8
15554,15.554,25.7,-44.2,-487.4,426.6
15555,15.555,6.9,-55.1,-218.1,219.1
15556,15.556,-44.1,-45.9,-34.8,81.2
15557,15.557,-90.3,-2.4,-1.7,-44.0
15558,15.558,-132.0,37.3,28.5,-203.4
15559,15.559,-144.1,73.5,55.9,-307.0
15560,15.560,-154.9,132.8,80.6,-288.1
15561,15.561,-122.4,188.5,148.4,-236.8
15562,15.562,-54.4,239.1,126.8,-252.4
15563,15.563,-10.4,192.7,106.9,-181.9
15564,15.564,-2.5,102.4,88.4,-118.0
15565,15.565,33.8,12.1,40.1,-107.1
15566,15.566,66.5,-23.1,52.9,-139.6
15567,15.567,72.0,-33.7,38.9,-34.2
15568,15.568,77.1,-43.4,50.2,-20.9
15569,15.569,62.3,-52.5,103.5,16.7
15570,15.570,39.9,-45.0,191.2,-19.3
15571,15.571,19.4,-52.6,180.8,-116.4
15572,15.572,-6.7,-59.5,150.4,-156.3
15573,15.573,-23.7,-65.5,103.5,-239.3
15574,15.574,-64.0,-93.1,25.5,-272.1
15575,15.575,-113.4,-98.3,-26.9,-243.9
15576,15.576,-186.3,-103.1,-16.6,-200.5
15577,15.577,-215.4,-74.5,45.3,-224.9
15578,15.578,-224.4,-63.5,133.3,-218.3
15579,15.579,-104.9,-60.1,261.7,-185.9
15580,15.580,14.6,-38.7,312.7,-180.4
15581,15.581,60.9,-13.5,265.4,-164.3
15582,15.582,18.2,-3.2,137.6,-90.3
15583,15.583,-20.7,30.8,-17.0,26.4
15584,15.584,37.4,53.4,-121.1,41.5
15585,15.585,132.8,90.4,-215.7,55.1
15586,15.586,222.5,115.2,-370.4,144.6
15587,15.587,187.3,83.8,-433.1,226.0
15588,15.588,70.2,22.4,-377.2,300.2
15589,15.589,-7.8,-38.9,-360.7,309.7
15590,15.590,-21.9,-110.5,-283.3,353.4
15591,15.591,-34.7,-139.1,-185.1,425.2
15592,15.592,-69.5,-77.4,-147.4,357.6
15593,15.593,-89.2,16.2,-113.1,212.9
15594,15.594,-57.6,40.4,-78.8,151.8
15595,15.595,9.5,-10.0,37.4,128.5
15596,15.596,17.9,76.4,114.6,49.2
15597,15.597,-22.1,158.8,128.0,-45.9
15598,15.598,-29.3,169.9,165.7,-58.1
15599,15.599,-9.3,122.1,176.5,-45.9
15600,15.600,8.8,43.3,143.8,-77.2
15601,15.601,-7.6,-94.6,75.4,-86.2
15602,15.602,-22.4,-113.1,-4.5,-111.9
15603,15.603,-18.0,-27.3,-37.2,-87.5
15604,15.604,-79.5,50.9,-47.4,-94.3
15605,15.605,-193.9,65.4,-39.0,-74.3
15606,15.606,-116.3,-50.0,-31.0,-44.2
15607,15.607,-102.4,-158.7,34.7,-27.8
15608,15.608,-141.1,-200.7,166.8,-62.1
15609,15.609,-36.0,-187.4,336.8,-102.3
15610,15.610,148.0,-105.1,451.2,-74.6
15611,15.611,323.4,-9.0,513.9,0.4
15612,15.612,300.6,55.8,533.3,75.7
15613,15.613,197.2,44.7,482.6,144.3
15614,15.614,254.0,55.7,280.8,119.2
15615,15.615,237.2,-30.8,33.3,96.8
15616,15.616,190.4,27.9,-399.9,91.2
15617,15.617,62.8,187.6,-694.7,139.0
15618,15.618,45.7,301.9,-854.9,230.7
15619,15.619,61.3,240.1,-902.8,425.4
15620,15.620,103.8,108.6,-857.3,344.7
15621,15.621,65.3,23.2,-654.2,171.2
15622,15.622,-39.8,38.9,-396.0,-32.1
15623,15.623,-138.7,81.6,-228.2,-167.9
15624,15.624,-228.6,43.4,-75.5,-241.1
15625,15.625,-263.6,-14.6,118.4,-216.3
15626,15.626,-189.1,-45.9,294.8,-234.8
15627,15.627,-121.6,-74.3,501.1,-289.0
15628,15.628,-59.9,-100.2,640.0,-303.8
15629,15.629,-19.8,-76.0,716.3,-348.1
15630,15.630,-12.2,-97.5,649.2,-331.6
15631,15.631,-5.1,-51.2,629.7,-264.8
15632,15.632,-22.7,-21.2,536.6,-87.0
15633,15.633,-38.8,-37.3,383.3,90.8
15634,15.634,-43.6,-51.7,238.9,161.7
15635,15.635,-56.8,-37.8,107.5,226.2
15636,15.636,-60.6,-25.2,-80.4,284.9
15637,15.637,-41.6,-35.9,-205.4,406.8
15638,15.638,-51.4,-86.3,-227.8,424.3
15639,15.639,-97.3,-35.2,-123.5,355.1
15640,15.640,-116.8,-1.9,-66.2,214.9
15641,15.641,-26.7,-7.7,-82.3,46.2
15642,15.642,140.8,-2.3,-34.5,-21.7
15643,15.643,209.5,-7.4,9.1,-83.7
15644,15.644,189.2,6.1,-2.7,-65.2
15645,15.645,95.5,10.2,-13.2,-48.6
15646,15.646,79.2,-8.6,-65.3,-64.8
15647,15.647,33.1,-12.1,-74.0,-51.4
15648,15.648,19.0,-15.2,-99.5,-65.2
15649,15.649,5.8,-7.1,-106.7,-78.0
15650,15.650,-29.3,0.3,-98.9,-89.7
15651,15.651,-82.6,2.3,-91.9,-100.7
15652,15.652,-92.2,-4.4,-73.8,-110.9
15653,15.653,-65.8,4.7,-79.2,-120.6
15654,15.654,-25.8,9.5,-74.3,-115.0
15655,15.655,-18.5,7.7,-51.9,-123.3
15656,15.656,-51.6,3.2,-64.3,-214.9
15657,15.657,-57.4,6.6,-61.0,-229.5
15658,15.658,-95.4,9.6,-51.3,-219.6
15659,15.659,-40.7,5.9,-97.8,-189.5
15660,15.660,10.5,-7.1,-118.0,-162.4
15661,15.661,-61.6,-26.5,-124.4,-155.4
15662,15.662,-128.5,-29.3,-141.3,-101.4
15663,15.663,3.6,-59.5,-127.1,-110.6
15664,15.664,248.7,-31.2,-141.4,-132.4
15665,15.665,282.1,-5.6,-179.3,-68.7
15666,15.666,130.3,-43.2,-195.4,-44.7
15667,15.667,47.4,-58.2,-138.6,-7.1
15668,15.668,22.1,9.1,-116.4,-16.7
15669,15.669,-1.1,95.9,-96.4,-25.7
15670,15.670,-22.1,60.6,-65.0,-22.0
15671,15.671,-41.0,6.9,-12.4,-30.0
15672,15.672,10.0,-42.0,22.7,-8.0
15673,15.673,-5.8,-104.2,-24.3,-24.5
15674,15.674,8.0,-96.9,-30.9,-39.7
15675,15.675,-5.3,-32.1,-15.2,-24.2
15676,15.676,-64.3,11.2,-1.0,-50.7
15677,15.677,-32.7,82.5,21.0,-50.5
15678,15.678,-42.4,149.5,0.1,-11.3
15679,15.679,-16.1,192.9,25.6,-31.8
15680,15.680,55.8,152.6,75.5,4.0
15681,15.681,84.7,43.3,125.4,16.5
15682,15.682,93.6,-34.8,130.7,9.9
15683,15.683,69.8,-49.1,183.2,3.9
15684,15.684,-10.1,-36.4,188.7,13.3
15685,15.685,-42.0,-48.0,180.2,55.7
15686,15.686,-32.3,-37.4,136.2,144.2
15687,15.687,-41.1,-85.5,63.2,258.6
15688,15.688,-65.0,-129.3,-6.4,304.0
15689,15.689,-86.6,-57.6,-17.0,373.5
15690,15.690,-106.2,87.2,-10.8,385.0
15691,15.691,-124.1,190.7,9.5,371.9
15692,15.692,-107.7,96.6,14.6,359.8
15693,15.693,-181.8,45.4,43.2,290.9
15694,15.694,-247.1,88.5,80.8,159.4
15695,15.695,-87.4,73.1,106.7,96.6
15696,15.696,254.7,30.9,80.8,87.6
15697,15.697,401.2,18.3,84.1,94.0
15698,15.698,268.1,-16.4,95.4,20.7
15699,15.699,147.1,-26.7,83.3,30.0
15700,15.700,37.0,-16.7,85.7,73.7
15701,15.701,3.8,-25.1,57.2,81.6
15702,15.702,-26.4,-16.8,23.3,16.5
15703,15.703,1.1,-23.6,27.4,-27.0
15704,15.704,-24.0,-16.6,31.4,-50.6
15705,15.705,-47.3,-10.2,79.7,-86.4
15706,15.706,-68.3,6.7,112.8,-132.2
15707,15.707,-87.2,-17.5,83.2,-185.9
15708,15.708,-104.4,-12.4,45.4,-192.6
15709,15.709,-88.9,16.7,1.5,-145.8
15710,15.710,-74.7,28.3,-51.9,-115.1
15711,15.711,15.7,32.2,-116.6,-54.2
15712,15.712,27.6,35.7,-142.5,-13.3
15713,15.713,59.4,-0.1,-118.0,-33.8
15714,15.714,68.9,-34.4,-139.2,-12.6
15715,15.715,78.0,-38.6,-105.4,-16.9
15716,15.716,70.5,-42.4,-74.4,-42.5
15717,15.717,34.4,-23.6,-67.7,-45.7
15718,15.718,-11.7,-13.1,-51.4,-48.6
15719,15.719,-41.7,21.1,-18.5,-10.2
15720,15.720,-14.5,62.1,36.3,-13.5
15721,15.721,-68.9,67.9,59.5,-16.3
15722,15.722,-32.6,33.7,67.6,-2.1
15723,15.723,66.4,-6.6,87.0,10.8
15724,15.724,108.8,-33.7,61.2,9.4
15725,15.725,-6.9,-38.4,28.1,-10.1
15726,15.726,-22.5,-42.6,7.2,-27.7
15727,15.727,-8.4,-30.0,-19.9,-28.4
15728,15.728,-21.2,-11.1,-14.8,-19.9
15729,15.729,-32.8,-48.0,10.1,-16.0
15730,15.730,-43.4,-72.5,39.2,-23.7
15731,15.731,-33.6,-49.9,44.3,-2.8
15732,15.732,45.5,-54.0,28.8,-8.6
15733,15.733,35.0,-95.0,26.9,-27.6
15734,15.734,-13.2,-89.7,19.8,-17.7
15735,15.735,13.1,-75.0,-17.1,-18.7
15736,15.736,20.9,-16.6,-54.4,-28.6
15737,15.737,-30.0,87.2,-58.5,-41.7
15738,15.738,-36.6,129.4,-62.3,-38.4
15739,15.739,41.5,142.2,-65.9,-31.8
15740,15.740,73.5,60.3,-24.5,-13.2
15741,15.741,44.6,7.3,3.4,8.7
15742,15.742,0.6,-21.5,38.6,34.9
15743,15.743,-23.2,-12.8,70.6,32.4
15744,15.744,-30.4,-20.9,34.3,17.7
15745,15.745,-37.1,-13.8,10.0,-12.6
15746,15.746,-78.9,-20.5,5.9,-57.4
15747,15.747,-94.9,-38.6,26.7,-111.2
15748,15.748,-69.8,-33.3,52.8,-103.8
15749,15.749,-56.1,-18.8,2.3,-150.0
15750,15.750,-52.0,-23.5,-77.6,-155.9
15751,15.751,3.6,-19.6,-109.6,-106.7
15752,15.752,123.2,-8.9,-119.4,-20.9
15753,15.753,311.3,-5.7,-128.4,60.8
15754,15.754,185.7,-46.0,-136.7,177.7
15755,15.755,71.5,-73.5,-129.8,224.3
15756,15.756,9.1,-59.0,-149.8,181.7
15757,15.757,-47.6,8.2,-132.2,117.2
15758,15.758,-64.9,17.6,-83.4,128.7
15759,15.759,-236.5,8.5,15.2,139.1
15760,15.760,-122.7,0.3,113.7,110.0
15761,15.761,63.7,7.3,151.8,30.9
15762,15.762,138.8,106.0,116.3,-86.1
15763,15.763,-20.9,148.2,20.1,-164.0
15764,15.764,-124.5,109.4,-70.4,-93.3
15765,15.765,-68.1,50.7,-152.7,-3.3
15766,15.766,-16.7,18.5,-163.7,78.4
15767,15.767,-1.0,8.6,-96.6,110.1
15768,15.768,13.1,-0.4,-35.6,42.3
15769,15.769,0.4,7.3,35.8,-37.1
15770,15.770,-34.4,-0.1,44.9,-90.7
15771,15.771,-23.6,-6.8,70.7,-100.8
15772,15.772,-13.8,-1.0,62.2,-110.1
15773,15.773,-4.9,-6.7,10.8,-86.7
15774,15.774,19.2,-11.8,-9.5,-21.7
15775,15.775,26.5,1.4,55.8,4.4
15776,15.776,19.8,13.4,81.5,-4.0
15777,15.777,1.7,24.3,73.0,-26.2
15778,15.778,-4.1,27.4,50.6,-33.1
15779,15.779,10.3,24.2,30.2,-63.4
15780,15.780,14.5,21.2,59.7,-47.4
15781,15.781,26.3,18.4,86.6,-13.2
15782,15.782,14.7,20.3,71.3,-0.2
15783,15.783,10.9,9.7,57.3,-12.9
15784,15.784,19.7,-19.0,77.1,12.6
15785,15.785,27.6,-55.9,72.7,15.8
15786,15.786,-10.6,-21.5,61.7,6.6
15787,15.787,-92.8,-44.1,45.5,-7.2
15788,15.788,-81.5,-56.4,3.1,-19.7
15789,15.789,35.1,-30.6,-39.2,-26.3
15790,15.790,50.5,-34.1,-44.9,-24.2
15791,15.791,-20.5,-18.9,-49.9,4.3
15792,15.792,-7.8,-16.4,-36.5,49.4
15793,15.793,73.7,-14.3,-24.2,55.3
15794,15.794,84.1,-16.8,-13.0,49.7
15795,15.795,11.3,-23.8,-0.8,35.6
15796,15.796,1.5,-34.5,36.3,30.6
15797,15.797,10.0,-36.7,21.5,26.0
15798,15.798,1.9,-21.3,35.0,30.0
15799,15.799,23.5,1.5,47.3,11.3
15800,15.800,16.8,16.6,36.2,7.9
15801,15.801,34.7,2.6,32.6,-7.6
15802,15.802,40.1,0.1,23.3,-43.9
15803,15.803,15.5,6.9,9.3,-9.3
15804,15.804,11.2,21.6,-13.6,4.2
15805,15.805,7.2,19.8,-53.7,-16.2
15806,15.806,10.8,24.9,-70.1,-5.1
15807,15.807,7.3,20.4,-65.2,4.9
15808,15.808,4.1,13.3,-69.6,13.8
15809,15.809,-4.4,9.4,-65.3,5.2
15810,15.810,-32.5,-3.6,-68.6,7.4
15811,15.811,-36.3,-15.7,-37.5,0.2
15812,15.812,-39.7,-20.3,-24.6,-6.5
15813,15.813,-79.5,-7.3,-34.9,-16.4
15814,15.814,-106.6,1.4,-51.2,5.6
15815,15.815,-81.9,-6.3,-4.6,39.0
15816,15.816,-86.2,3.7,28.7,97.4
15817,15.817,-139.2,12.8,46.9,121.3
15818,15.818,-175.3,-4.9,85.5,128.5
15819,15.819,-128.9,-12.4,90.7,148.2
15820,15.820,-74.8,-10.2,86.6,142.1
15821,15.821,-23.8,0.3,41.9,60.0
15822,15.822,22.6,17.5,36.4,-45.5
15823,15.823,76.7,15.2,31.3,-59.8
15824,15.824,98.7,9.0,6.8,4.4
15825,15.825,197.9,3.5,-15.4,-77.3
15826,15.826,212.2,8.8,-27.3,-45.4
15827,15.827,148.2,16.7,-23.4,-55.0
15828,15.828,136.7,38.3,-73.8,-28.6
15829,15.829,190.1,72.3,-80.7,-36.5
15830,15.830,180.7,68.0,-21.1,43.5
15831,15.831,119.4,6.9,35.0,11.7
15832,15.832,47.7,-19.2,71.4,-36.4
15833,15.833,-0.4,-26.8,117.7,-150.5
15834,15.834,-26.5,24.4,183.6,-228.4
15835,15.835,-18.4,31.4,104.5,-242.7
15836,15.836,-25.5,37.8,-12.6,-230.1
15837,15.837,-32.0,32.8,-121.7,-172.0
15838,15.838,-37.7,28.4,-192.6,-76.8
15839,15.839,-32.1,24.4,-180.0,12.8
15840,15.840,-56.5,20.9,-145.2,24.1
15841,15.841,-69.6,40.0,-134.7,55.7
15842,15.842,-73.4,43.9,-105.9,65.3
15843,15.843,-54.3,47.6,-61.9,74.2
15844,15.844,-43.5,28.8,-5.9,50.7
15845,15.845,-33.6,6.7,16.0,29.6
15846,15.846,-35.7,-14.1,9.6,36.9
15847,15.847,-32.5,-21.7,39.7,31.8
15848,15.848,-29.5,-38.8,45.3,27.3
15849,15.849,-22.6,-54.2,89.9,52.8
15850,15.850,-8.9,-84.9,107.9,76.2
15851,15.851,-13.8,-88.7,91.6,89.3
15852,15.852,-34.1,-83.9,86.8,93.7
15853,15.853,-31.3,-49.9,82.4,97.7
15854,15.854,-18.6,-35.8,62.1,95.3
15855,15.855,2.2,-96.6,88.1,87.6
15856,15.856,21.8,35.7,44.3,100.8
15857,15.857,24.5,130.3,-21.5,103.7
15858,15.858,17.8,79.4,-47.8,72.9
15859,15.859,49.4,32.9,-119.6,51.2
15860,15.860,36.0,-9.3,-129.1,23.2
15861,15.861,-25.3,-22.1,-190.6,-2.1
15862,15.862,-86.8,-10.4,-150.5,2.0
15863,15.863,-47.0,-21.0,-56.0,-37.3
15864,15.864,-25.3,-30.7,8.4,-85.8
15865,15.865,-18.9,-22.0,66.8,-91.7
15866,15.866,-1.2,1.9,77.2,-49.1
15867,15.867,4.0,8.9,105.8,-42.9
15868,15.868,18.3,15.3,96.6,-47.2
15869,15.869,13.2,9.1,88.2,-15.1
15870,15.870,16.8,14.2,51.4,-2.3
15871,15.871,20.1,28.6,31.3,16.7
15872,15.872,29.8,23.8,24.8,0.1
15873,15.873,38.8,3.0,8.0,-21.1
15874,15.874,41.4,-16.0,2.8,-18.3
15875,15.875,23.8,-26.6,16.2,-15.6
15876,15.876,16.9,-23.9,-4.3,0.6
15877,15.877,10.5,-15.8,-15.3,-1.4
15878,15.878,8.4,-18.5,-25.3,-14.4
15879,15.879,9.8,-20.9,-16.0,-15.7
15880,15.880,32.9,-35.8,9.3,2.0
15881,15.881,42.7,-53.2,26.4,36.9
15882,15.882,8.4,-60.6,29.9,111.3
15883,15.883,21.3,-80.3,44.1,207.2
15884,15.884,41.2,-73.7,67.4,220.2
15885,15.885,-15.1,-68.0,58.8,208.6
15886,15.886,-71.4,-50.3,23.0,198.0
15887,15.887,-35.3,-34.0,18.6,169.1
15888,15.888,-28.9,-28.6,5.6,107.7
15889,15.889,-34.9,-11.2,-30.7,4.0
15890,15.890,-84.1,-10.1,-104.4,-123.3
15891,15.891,-170.1,-27.4,-135.6,-208.7
15892,15.892,-205.4,-38.9,-106.0,-317.5
15893,15.893,-195.1,-38.2,-113.9,-388.2
15894,15.894,-166.5,-20.2,-89.2,-375.3
15895,15.895,-140.5,-3.5,-52.1,-386.9
15896,15.896,-137.7,15.1,-21.7,-331.0
15897,15.897,-66.3,12.1,-1.3,-214.2
15898,15.898,77.9,-19.9,5.2,-198.8
15899,15.899,222.4,-43.1,0.3,-71.7
15900,15.900,240.5,-7.1,-14.0,13.6
15901,15.901,188.4,16.7,-18.1,60.0
15902,15.902,140.9,20.4,-30.0,73.7
15903,15.903,97.7,15.6,-18.6,86.0
15904,15.904,32.7,18.6,-1.5,97.0
15905,15.905,20.6,48.5,-4.3,106.8
15906,15.906,-11.5,84.8,32.3,76.9
15907,15.907,-2.1,109.1,57.2,32.0
15908,15.908,6.4,104.3,43.7,38.8
15909,15.909,-1.8,108.2,47.9,59.3
15910,15.910,34.4,96.9,44.1,51.6
15911,15.911,67.2,86.6,34.0,32.5
15912,15.912,61.2,71.1,80.0,36.8
15913,15.913,66.7,51.6,139.4,31.0
15914,15.914,81.6,13.6,211.3,34.5
15915,15.915,131.3,51.8,259.6,62.2
15916,15.916,204.0,56.8,268.4,57.9
15917,15.917,194.6,34.5,228.6,60.7
15918,15.918,115.7,47.0,192.3,75.5
15919,15.919,84.1,6.4,106.5,88.9
15920,15.920,36.2,-31.5,71.5,65.6
15921,15.921,-60.3,-16.4,-3.1,80.4
15922,15.922,-150.1,15.5,-90.1,99.5
15923,15.923,-161.5,-45.4,-195.6,81.4
15924,15.924,-150.6,-106.4,-238.1,46.5
15925,15.925,-82.8,-161.7,-251.1,31.4
15926,15.926,-56.2,-182.8,-239.7,-18.4
15927,15.927,-64.0,-175.5,-186.9,-104.5
15928,15.928,-56.7,-108.9,-158.2,-116.3
15929,15.929,-63.1,-11.4,-167.3,-42.1
15930,15.930,-56.9,53.8,-159.8,25.1
15931,15.931,-40.0,136.7,-94.8,-19.1
15932,15.932,-54.1,212.2,-104.0,-27.3
15933,15.933,-40.0,261.8,-96.6,-5.8
15934,15.934,-100.8,289.5,-119.0,26.9
15935,15.935,-232.2,282.9,-152.8,56.6
15936,15.936,-213.4,262.5,-159.8,61.8
15937,15.937,-196.6,217.6,-133.7,46.7
15938,15.938,-119.0,128.8,-80.5,23.8
15939,15.939,-20.1,-37.3,-60.0,2.8
15940,15.940,18.3,-104.6,-54.5,-23.6
15941,15.941,76.7,-82.7,-13.5,-20.8
15942,15.942,108.4,-138.0,34.9,-30.4
15943,15.943,137.2,-154.0,67.4,-33.7
15944,15.944,163.4,-199.5,120.7,-26.6
15945,15.945,219.3,-212.4,141.8,-19.9
15946,15.946,226.7,-224.1,147.7,-9.4
15947,15.947,207.1,-141.2,153.1,-14.6
15948,15.948,225.3,-23.1,147.0,-5.4
15949,15.949,253.1,24.6,171.1,0.1
15950,15.950,238.9,39.6,139.1,22.4
15951,15.951,172.0,2.0,93.7,69.5
15952,15.952,66.2,-8.9,75.5,103.5
15953,15.953,-60.8,-18.7,48.1,134.3
15954,15.954,-180.2,10.9,43.2,140.6
15955,15.955,-164.5,2.8,20.9,156.2
15956,15.956,-93.6,-20.6,49.8,161.4
15957,15.957,-106.3,-56.3,46.4,108.7
15958,15.958,-117.8,-62.4,16.3,43.8
15959,15.959,-106.9,-44.2,20.7,0.3
15960,15.960,-154.7,-38.4,31.9,-39.2
15961,15.961,-180.5,-33.3,21.7,-118.8
15962,15.962,-156.0,-28.6,24.6,-129.0
15963,15.963,-119.4,-24.3,32.6,-157.7
15964,15.964,-59.7,-20.3,34.8,-236.6
15965,15.965,-83.3,-10.1,0.0,-268.4
15966,15.966,-61.4,5.0,-15.1,-162.3
15967,15.967,-41.5,18.6,-37.9,-120.2
15968,15.968,-35.4,15.5,-67.0,-82.1
15969,15.969,24.8,17.2,-56.2,-71.0
15970,15.970,64.7,14.5,-53.2,-61.0
15971,15.971,13.8,-3.2,-44.5,-32.7
15972,15.972,-6.4,-6.1,-75.5,-59.8
15973,15.973,22.8,-29.7,-72.0,-52.4
15974,15.974,27.4,-33.5,-16.9,-16.7
15975,15.975,71.3,-9.1,-25.4,-36.9
15976,15.976,124.9,-13.3,-33.1,-19.3
15977,15.977,73.7,-41.8,-0.5,40.5
15978,15.978,-12.4,-39.0,29.2,64.1
15979,15.979,-141.3,-90.4,23.8,85.7
15980,15.980,-192.9,-142.0,38.8,105.3
15981,15.981,-115.3,-149.3,70.7,123.1
15982,15.982,-101.4,-156.1,124.5,139.4
15983,15.983,39.8,-86.0,190.5,124.5
15984,15.984,284.6,-19.5,235.1,74.9
15985,15.985,384.7,58.5,259.8,68.4
15986,15.986,293.7,131.9,238.7,86.3
15987,15.987,211.2,140.5,153.5,69.9
15988,15.988,136.5,113.2,2.1,25.3
15989,15.989,68.7,88.1,-142.2,31.2
15990,15.990,90.1,79.6,-235.7,-7.2
15991,15.991,34.4,45.4,-252.1,37.2
15992,15.992,18.3,2.3,-173.5,7.1
15993,15.993,3.6,-4.3,-73.7,-75.1
15994,15.994,-38.0,-0.4,-34.4,-133.9
15995,15.995,-24.7,12.2,-45.3,-187.4
15996,15.996,-82.8,15.4,-12.7,-216.8
15997,15.997,-129.6,38.5,-1.5,-207.0
15998,15.998,-140.1,56.4,-30.0,-164.0
15999,15.999,-130.4,66.0,-126.4,-124.9
16000,16.000,-121.7,56.3,-164.9,-60.5
16001,16.001,-113.8,41.8,-223.4,0.1
16002,16.002,-92.4,38.7,-276.9,23.1
16003,16.003,-60.1,40.2,-229.2,44.0
16004,16.004,-55.2,37.5,-221.0,76.2
16005,16.005,-39.8,27.4,-197.6,81.4
16006,16.006,-35.9,1.1,-161.9,108.1
16007,16.007,-95.2,4.4,-76.5,102.7
16008,16.008,-184.0,0.6,51.9,88.8
16009,16.009,-219.8,-2.9,171.5,51.5
16010,16.010,-146.2,-45.1,218.4,36.4
16011,16.011,-2.1,-135.3,261.0,49.8
16012,16.012,17.8,-199.9,248.4,70.4
16013,16.013,35.9,-48.0,237.1,126.5
16014,16.014,86.7,96.9,226.8,182.8
16015,16.015,101.8,115.6,198.1,219.7
16016,16.016,30.8,166.8,119.3,240.1
16017,16.017,17.7,120.1,45.0,223.1
16018,16.018,52.6,49.4,-3.1,185.8
16019,16.019,63.1,11.0,-11.8,142.3
16020,16.020,208.0,-0.4,-3.9,101.4
16021,16.021,353.2,-10.8,46.7,20.5
16022,16.022,334.4,-20.2,105.8,-60.4
16023,16.023,180.2,-28.6,81.3,-176.3
16024,16.024,76.6,-20.1,58.6,-253.2
16025,16.025,20.2,2.4,64.1,-266.3
16026,16.026,3.4,9.5,8.8,-252.4
16027,16.027,-11.8,16.0,-58.0,-239.8
16028,16.028,2.6,22.2,-156.1,-185.8
16029,16.029,-10.1,27.7,-221.6,-156.0
16030,16.030,1.6,50.6,-210.9,-128.8
16031,16.031,-9.1,87.7,-179.8,-104.0
16032,16.032,-96.3,102.7,-189.9,-96.0
16033,16.033,-201.8,80.5,-146.1,-88.7
16034,16.034,-187.7,19.3,-73.9,-70.2
16035,16.035,-200.4,-112.2,-6.0,-42.3
16036,16.036,-305.4,-130.6,20.7,-17.1
16037,16.037,-291.2,-113.2,13.0,5.8
16038,16.038,-201.3,-97.3,20.5,26.7
16039,16.039,-189.8,-111.3,27.4,45.5
16040,16.040,-264.4,-98.3,33.5,69.4
16041,16.041,-197.1,-63.1,28.1,109.6
16042,16.042,-65.6,-73.5,-6.4,159.0
16043,16.043,141.3,-121.6,-10.5,165.9
16044,16.044,168.5,-112.6,-5.9,220.1
16045,16.045,143.0,-88.4,35.6,329.3
16046,16.046,165.4,-37.3,85.5,345.0
16047,16.047,144.3,9.1,145.7,274.5
16048,16.048,125.1,63.4,202.4,261.7
16049,16.049,107.6,114.5,225.0,250.2
16050,16.050,185.1,134.5,258.6,197.1
16051,16.051,312.2,140.7,241.3,110.4
16052,16.052,329.2,102.7,203.7,52.2
16053,16.053,282.5,58.4,140.0,-22.1
16054,16.054,183.9,-7.1,61.8,-89.4
16055,16.055,146.3,-15.3,-11.7,-168.3
16056,16.056,159.0,9.2,-155.5,-221.4
16057,16.057,107.5,46.0,-216.5,-211.7
16058,16.058,42.0,13.4,-347.0,-255.8
16059,16.059,35.0,-4.2,-362.6,-343.9
16060,16.060,60.5,23.3,-314.4,-379.4
16061,16.061,-3.4,28.3,-270.7,-411.8
16062,16.062,-63.3,-3.3,-205.1,-383.7
16063,16.063,-85.8,-15.7,-145.7,-340.6
16064,16.064,-149.7,-19.3,-113.0,-269.7
16065,16.065,-139.9,-9.0,-64.0,-203.2
16066,16.066,-147.2,-24.2,15.6,-160.4
16067,16.067,-183.1,-43.4,69.2,-89.6
16068,16.068,-189.8,-66.1,117.7,-23.1
16069,16.069,-184.2,-38.4,196.9,55.0
16070,16.070,-135.5,-49.6,271.4,85.9
16071,16.071,-63.3,-100.3,377.7,56.1
16072,16.072,-73.4,-209.4,505.1,64.0
16073,16.073,-82.7,-225.1,556.4,87.1
16074,16.074,-203.4,-41.2,603.1,108.1
16075,16.075,-187.2,-16.3,532.3,153.7
16076,16.076,-141.1,-84.7,416.4,171.1
16077,16.077,-99.2,-22.5,182.6,165.3
16078,16.078,-9.5,109.4,-51.3,140.3
16079,16.079,95.5,195.0,-142.7,99.6
