Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major,
18.6,-48.0,324.7,56.6,
10.9,-58.0,340.0,151.6,
-24.9,-87.3,240.9,169.5,
-70.7,-123.4,202.8,92.3,
-124.2,-167.6,145.2,-6.2,
-189.3,-197.9,114.7,-95.8,
-197.6,-182.2,68.3,-177.3,
-109.5,-168.1,96.9,-251.4,
-4.0,-155.3,219.1,-260.5,
10.6,-152.0,272.7,-233.4,
23.9,-193.5,321.2,-176.5,
-10.7,-265.3,280.5,-153.2,
-63.5,-256.3,165.9,-78.8,
-111.7,-125.0,26.6,48.9,
-103.2,44.6,-142.3,205.5,
0.1,204.9,-255.8,353.2,
66.1,318.7,-427.1,407.6,
164.7,382.3,-613.0,504.4,
177.5,327.4,-687.4,524.0,
166.3,277.5,-618.0,510.8,
156.7,170.0,-596.2,498.9,
109.8,72.4,-576.1,488.3,
67.6,9.5,-420.6,455.5,
13.2,-94.6,-232.7,361.7,
-7.5,-107.5,94.7,247.7,
-26.5,-42.1,318.1,109.1,
-104.2,-29.5,521.1,16.7,
-93.7,-18.0,632.0,-32.8,
-65.1,-26.9,732.4,-46.5,
-39.2,-35.0,762.9,-58.8,
0.2,-74.5,679.9,-69.8,
21.0,-95.9,553.8,-56.5,
26.4,-88.9,393.1,-44.4,
7.1,-34.6,163.7,-52.7,
-54.4,-12.4,-50.4,-60.3,
-47.9,-5.3,-245.2,-51.5,
-114.5,25.1,-321.8,-72.9,
-142.0,107.4,-391.4,-79.5,
-55.1,96.0,-371.3,-158.1,
72.6,43.0,-315.1,-318.7,
191.6,14.1,-195.1,-479.8,
175.2,-12.2,-116.3,-543.7,
216.9,-52.2,-44.4,-564.2,
229.1,-45.1,47.1,-514.8,
263.5,-25.6,107.2,-470.0,
146.1,-79.8,140.9,-372.9,
-87.9,-174.5,171.5,-259.1,
11.8,-367.6,164.2,-120.7,
-18.6,-285.1,109.4,9.5,
8.8,-160.0,29.9,162.1,
-16.3,-137.3,-108.4,181.5,
6.6,132.0,-278.5,199.0,
27.4,388.9,-393.2,283.4,
46.3,622.3,-539.4,266.5,
-73.4,591.8,-672.4,250.8,
-120.0,398.7,-690.8,184.8,
-190.6,323.4,-614.3,77.6,
-280.4,300.5,-403.6,-51.8,
-198.4,196.8,-71.3,-208.0,
-102.4,102.7,60.7,-396.6,
-37.8,-85.5,261.5,-423.8,
67.8,-160.6,370.3,-448.8,
167.1,-365.7,402.1,-471.6,
205.9,-558.4,370.1,-417.2,
171.2,-482.9,285.4,-264.9,
139.8,-505.3,158.0,-121.6,
150.1,-442.6,41.9,-28.9,
36.5,-234.9,-63.9,89.2,
-134.1,-151.7,-160.3,134.3,
-110.6,-76.2,-179.4,146.6,
-130.7,-7.6,-165.6,208.9,
-73.5,54.7,-153.0,311.9,
-21.6,73.3,-141.4,351.8,
25.8,21.7,-37.1,284.8,
68.8,99.2,146.2,176.7,
133.5,112.9,321.4,74.7,
52.1,99.6,480.9,58.7,
-107.3,134.1,584.5,20.5,
-175.7,144.4,678.6,28.0,
-155.1,95.8,729.5,34.7,
-98.7,34.0,713.2,23.1,
-47.5,9.7,669.9,12.5,
-0.7,2.0,552.8,60.8,
13.4,47.6,379.9,157.5,
0.7,53.0,36.2,282.8,
-10.8,58.0,-210.1,400.7,
-42.7,62.5,-523.2,508.1,
5.5,66.8,-646.3,521.0,
49.3,62.5,-758.4,481.6,
57.4,81.1,-927.1,352.3,
64.8,84.4,-959.1,232.0,
84.9,81.2,-878.1,153.9,
79.2,78.4,-754.2,139.8,
63.0,55.4,-596.0,127.4,
28.6,9.1,-410.7,93.3,
-2.8,-10.9,-136.0,-1.1,
-31.7,-41.1,120.1,-115.4,
-6.3,-57.8,352.9,-160.4,
37.2,-43.6,504.2,-200.9,
30.8,-39.3,586.6,-263.3,
-7.8,-43.5,561.6,-296.3,
-52.8,-39.8,493.5,-262.6,
-47.3,-29.5,390.3,-212.6,
-31.4,-26.1,296.8,-167.1,
-26.9,-23.0,246.3,-141.8,
-4.9,-10.4,169.3,-147.7,
56.1,-26.9,99.5,-153.0,
64.4,-46.4,-15.0,-109.8,
24.1,-44.7,-91.3,-37.6,
16.8,-38.8,-75.4,11.8,
10.2,-54.5,-9.2,-13.3,
4.5,-68.8,4.5,-67.7,
-33.5,-57.7,59.7,-102.6,
-87.8,-34.8,52.1,-160.5,
-124.0,-18.4,45.3,-198.7,
-104.3,-15.4,39.4,-189.5,
-74.6,-29.1,19.7,-154.5,
-51.6,-39.4,9.4,-86.0,
-57.4,-66.7,-8.3,-6.1,
-132.0,-54.9,-48.1,70.3,
-121.6,-3.6,-73.2,120.4,
-131.3,91.4,-115.5,131.1,
-87.3,79.3,-143.2,188.7,
16.6,114.9,-168.3,212.1,
58.9,126.1,-171.1,206.9,
148.7,97.9,-137.5,166.0,
230.4,37.1,-74.0,128.7,
261.8,13.9,24.5,114.8,
232.3,21.8,90.5,111.1,
152.5,29.1,103.8,67.0,
120.1,59.6,137.1,49.9,
52.2,142.0,128.8,34.2,
-44.7,154.1,138.7,-9.6,
-32.1,101.3,147.5,-50.9,
26.4,-43.2,140.8,-121.3,
15.7,-63.6,121.1,-207.4,
5.9,-44.4,138.8,-265.0,
-38.2,-232.4,187.5,-296.1,
-78.0,-156.8,220.1,-247.3,
-70.6,-87.8,249.8,-273.2,
-76.9,-66.6,200.4,-297.0,
-106.6,-47.5,206.7,-289.9,
-57.2,4.0,164.9,-270.3,
-10.8,19.7,83.4,-240.5,
43.5,33.9,2.1,-169.6,
50.9,72.4,-135.4,-63.5,
57.8,84.0,-266.4,35.4,
63.9,30.8,-351.2,125.3,
58.5,21.0,-459.4,183.6,
33.9,-5.5,-501.1,257.9,
11.6,2.3,-539.2,325.2,
15.9,24.0,-504.1,386.4,
5.0,30.7,-429.8,410.0,
-4.9,120.8,-304.4,329.6,
-38.5,159.4,-150.3,233.3,
-69.7,171.1,-88.3,168.2,
-73.6,181.7,5.7,108.8,
-129.1,152.8,56.6,54.8,
-152.8,144.0,102.7,-32.9,
-130.9,72.2,116.3,-45.2,
-97.7,-72.5,103.0,-14.0,
-7.6,-300.5,67.7,-5.1,
31.1,-330.8,35.6,-14.5,
66.2,-358.3,-70.9,-38.9,
119.2,-333.1,-170.2,-17.5,
128.7,-219.0,-183.5,-11.1,
14.3,-156.9,-172.5,42.9,
-32.4,-100.4,-162.7,21.5,
-46.6,19.4,-173.2,2.1,
-110.9,34.9,-95.2,-27.2,
-169.4,49.0,-22.0,-21.1,
-73.6,87.5,63.4,4.5,
93.8,52.4,143.7,18.8,
162.4,-0.8,216.4,48.4,
142.0,-29.8,301.6,38.1,
198.8,-21.3,334.6,-4.9,
250.4,-13.5,300.8,-82.1,
204.2,-6.6,250.9,-113.4,
105.6,-0.2,187.8,-103.3,
41.6,5.6,114.6,-94.2,
6.7,43.6,45.9,-86.0,
-3.9,77.8,36.3,-35.0,
-129.6,99.8,75.4,-54.5,
-78.6,86.9,111.1,-144.3,
30.3,53.0,143.7,-157.2,
-12.2,-6.0,137.5,-145.8,
-127.9,-46.4,99.2,-135.5,
-174.6,-83.2,84.4,-68.1,
-188.8,-50.9,116.0,-41.7,
-124.6,38.4,144.9,-49.5,
-89.7,76.4,111.6,-56.5,
-121.7,110.9,53.1,-49.7,
-112.3,121.2,60.9,-103.4,
-68.6,92.0,96.9,-139.4,
-60.8,83.1,102.8,-132.4,
-10.0,91.1,107.9,-114.1,
49.2,98.6,101.4,-64.4,
73.0,92.2,75.7,-17.5,
51.1,38.4,88.3,73.1,
-8.5,2.2,50.8,137.8,
-16.5,-70.3,-23.8,243.3,
-9.4,-118.4,-183.3,370.8,
23.5,-39.3,-342.5,422.1,
29.4,-49.8,-404.0,468.8,
45.8,-1.4,-384.2,511.1,
50.6,7.6,-297.4,369.5,
63.9,-0.1,-249.3,275.1,
76.1,-50.7,-262.0,189.3,
20.4,-57.0,-273.4,173.4,
-3.4,-38.9,-283.6,130.7,
18.5,-22.3,-250.3,-11.2,
65.0,-37.1,-181.5,-105.8,
131.3,-32.7,-101.1,-157.7,
140.5,-28.8,-25.4,-267.1,
117.0,-3.0,43.4,-338.2,
81.1,0.4,123.6,-377.2,
48.5,-2.5,177.8,-319.3,
42.9,17.2,226.9,-309.2,
5.3,18.7,332.6,-307.4,
-54.4,26.7,377.1,-317.5,
-62.1,38.6,353.8,-291.8,
-69.2,49.4,361.8,-220.5,
-62.5,36.5,382.2,-192.0,
-44.4,38.4,424.6,-166.1,
-60.7,15.1,354.0,-126.7,
-95.5,-15.1,228.7,-33.1,
-100.3,-76.5,109.0,81.9,
-71.8,-85.3,-0.1,96.6,
-23.7,-29.8,-127.7,109.7,
22.2,78.6,-282.0,121.7,
75.9,187.2,-302.9,109.2,
68.5,144.6,-359.4,119.1,
-17.3,-22.5,-376.5,186.0,
-52.5,-45.3,-423.0,282.1,
-63.1,-66.3,-436.8,269.0,
-72.7,27.6,-398.0,93.4,
-28.6,44.3,-339.5,18.5,
-4.7,28.4,-265.4,-3.9,
16.9,70.3,-198.3,17.5,
62.8,56.9,-66.9,37.1,
80.2,-48.8,64.1,55.1,
95.9,-35.0,182.7,9.2,
80.4,-99.3,321.6,24.3,
39.2,-204.5,414.3,63.7,
76.9,-275.0,429.9,6.0,
71.8,-158.9,350.5,-67.9,
22.2,-111.9,250.0,-0.2,
-10.7,-97.4,107.2,131.7,
-52.5,-58.5,-25.6,188.1,
-25.2,-23.3,-146.1,170.8,
-69.9,8.8,-162.3,123.8,
-100.0,18.4,-176.9,52.7,
-73.0,9.5,-190.1,-11.9,
-19.1,-14.3,-155.4,-117.4,
2.2,-21.4,-166.0,-160.0,
-31.2,-14.7,-136.9,-172.9,
-73.6,-44.4,-57.3,-161.4,
-90.4,-49.6,-24.7,-129.7,
-125.5,-24.6,-33.4,-81.7,
-112.4,-1.9,-6.2,-2.8,
-100.3,35.2,-13.1,50.1,
-82.0,109.6,-19.2,-37.0,
-38.4,141.6,-24.4,-48.8,
3.1,112.8,-17.1,4.3,
-2.7,104.3,55.3,52.5,
-47.7,80.7,182.1,43.8,
-18.1,88.2,269.1,20.1,
-34.9,68.8,285.8,13.3,
-30.3,27.4,216.0,86.6,
37.0,88.0,152.2,58.7,
123.7,112.4,164.0,-36.8,
158.5,76.4,216.8,3.0,
211.5,30.6,225.8,86.4,
259.9,36.8,233.6,162.5,
268.8,86.1,208.5,173.7,
149.2,172.0,127.3,166.5,
63.7,300.6,30.1,176.0,
-14.3,283.3,-35.8,141.1,
-85.1,174.2,-165.8,82.8,
-149.4,18.4,-252.6,11.8,
-161.0,-209.5,-300.2,-16.7,
-150.4,-118.5,-371.4,-60.5,
-121.5,19.3,-410.3,-180.4,
-95.3,-6.0,-305.2,-266.1,
-135.3,16.6,-121.0,-344.0,
-84.6,-87.3,55.0,-386.4,
14.3,6.7,78.6,-425.3,
141.8,92.2,100.2,-367.1,
296.2,14.2,270.5,-314.1,
358.9,-56.6,385.1,-227.3,
303.0,-249.6,365.0,-192.5,
218.1,-277.3,346.9,-118.5,
109.6,-352.5,330.3,26.1,
-45.5,-375.5,284.2,212.5,
-148.6,-272.1,157.2,387.9,
-204.3,-253.6,-30.7,410.8,
-186.5,-202.4,-205.9,473.0,
-139.2,-124.5,-365.5,529.4,
-67.8,-82.1,-386.5,478.1,
-28.8,33.8,-405.8,400.1,
53.4,111.7,-423.5,329.0,
170.6,41.0,-439.7,212.5,
124.1,53.9,-454.6,40.2,
-3.2,18.8,-416.7,-75.0,
82.5,8.2,-335.3,-180.2,
35.9,36.9,-325.1,-238.2,
-6.4,-7.3,-315.5,-222.9,
-70.7,16.3,-201.1,-208.9,
-199.2,81.3,-122.7,-224.5,
-113.4,124.9,-108.2,-238.7,
-35.2,132.5,-94.8,-228.1,
36.0,81.4,-36.0,-218.5,
23.6,48.1,60.0,-171.1,
-10.7,17.9,124.4,-162.9,
-41.8,12.3,135.9,-123.5,
-50.7,-22.2,231.3,-160.1,
-94.0,-53.8,372.4,-232.9,
-117.5,-82.6,503.9,-262.1,
-95.4,-27.1,623.2,-253.5,
-74.5,56.5,694.3,-233.1,
-94.0,64.3,709.3,-241.2,
-147.5,71.4,694.9,-176.1,
-154.0,91.0,604.9,-44.5,
-80.8,132.8,523.0,11.7,
6.8,159.9,384.8,62.8,
112.5,155.0,215.2,202.7,
155.0,141.7,10.0,296.5,
167.6,97.0,-183.1,415.9,
132.2,67.4,-408.8,524.5,
121.2,62.1,-499.9,566.5,
130.4,57.1,-472.5,578.8,
121.0,43.1,-447.5,426.0,
112.5,22.2,-516.1,238.6,
104.9,3.3,-578.5,162.5,
84.9,-34.3,-560.0,93.1,
-5.4,-39.6,-372.1,-11.6,
-121.4,-53.6,-147.0,-144.2,
-199.4,-66.3,64.8,-162.1,
-185.1,-77.7,91.6,-84.6,
-146.3,-74.7,116.0,-42.5,
-111.2,-78.2,183.9,-106.7,
-58.2,-70.5,162.5,-211.7,
-68.1,-33.0,143.2,-281.9,
-147.6,-5.9,91.4,-319.7,
-158.8,-70.1,75.5,-283.9,
-14.5,-61.1,61.0,-208.5,
-35.8,-52.9,98.9,-101.3,
20.0,-45.2,86.6,27.0,
139.1,-11.6,117.8,78.9,
185.1,19.0,165.5,188.3,
170.4,14.4,156.5,259.0,
208.3,10.4,84.6,297.1,
196.1,15.8,-2.2,378.2,
185.0,45.3,-60.4,366.8,
155.5,94.4,-155.8,337.3,
111.1,101.8,-296.9,222.5,
71.0,72.7,-353.0,144.3,
-23.6,68.0,-301.0,16.8,
-88.0,54.2,-253.1,-102.8,
-123.2,59.7,-153.0,-149.1,
-155.0,15.6,-62.2,-276.1,
-183.8,-25.4,67.1,-361.1,
-209.9,-106.6,221.9,-344.6,
-121.9,-258.2,284.5,-357.6,
-86.9,-112.9,266.0,-343.7,
8.8,-94.1,248.9,-284.2,
73.1,-77.1,233.1,-251.6,
37.9,-61.8,162.1,-241.4,
112.2,-48.0,20.4,-161.9,
-13.4,-61.2,-149.4,-87.3,
-167.6,-73.2,-263.6,-38.8,
-147.0,-41.6,-243.1,5.2,
-128.5,-32.3,-224.6,45.1,
-43.1,-59.0,-242.0,110.4,
66.0,-99.3,-226.5,119.0,
165.2,-150.5,-184.1,94.8,
204.1,-170.6,-171.3,72.9,
146.2,-105.1,-136.5,66.2,
93.7,26.4,-83.7,108.0,
181.1,195.5,-16.7,189.9,
146.7,217.8,97.0,248.6,
30.1,238.1,205.6,259.6,
14.8,256.5,332.7,269.5,
29.2,238.9,452.2,225.9,
-34.9,191.7,529.8,170.4,
-93.2,177.1,515.6,105.5,
-167.7,138.1,426.0,26.6,
-139.1,149.4,344.9,-26.7,
-95.5,96.0,229.0,-75.3,
-23.8,67.1,121.1,-172.4,
-14.3,58.3,-5.1,-211.6,
12.1,-61.4,-123.4,-177.4,
4.6,-249.8,-262.1,-167.9,
-16.6,-174.7,-279.4,-178.7,
-9.6,-60.7,-226.6,-188.4,
80.7,-81.5,-178.6,-133.2,
145.2,-137.9,-163.5,-39.3,
156.9,-120.7,-124.1,76.4,
146.3,-136.1,-181.8,185.6,
117.5,-121.8,-255.5,313.3,
108.9,-109.0,-225.7,296.6,
52.9,-97.4,-163.3,219.0,
-12.6,-86.9,-42.6,63.4,
-74.3,-96.7,43.6,-40.0,
-194.3,-105.5,28.7,-134.0,
-245.8,-97.6,-98.2,-219.3,
-230.6,-119.3,-217.5,-265.8,
-188.7,-139.0,-139.0,-251.4,
-176.3,-109.2,74.0,-186.9,
-141.6,-49.2,165.9,-245.3,
-109.9,38.6,194.4,-277.1,
-61.7,143.8,270.6,-305.8,
17.4,242.6,340.0,-191.4,
49.3,281.0,444.5,-19.8,
97.6,269.1,426.4,140.1,
141.7,300.7,375.3,202.8,
118.1,290.7,266.4,297.5,
67.6,246.7,138.9,383.8,
101.0,190.7,18.7,368.9,
143.3,125.6,-122.3,355.6,
166.0,79.7,-198.4,398.8,
116.9,53.8,-293.7,412.3,
44.3,62.3,-448.7,401.2,
-42.5,12.1,-553.2,327.4,
-77.2,-86.4,-535.3,240.9,
-151.3,-100.0,-450.5,136.1,
-218.6,-137.9,-280.0,9.1,
-156.8,-78.7,-121.2,-110.4,
-148.8,-109.8,-18.5,-312.3,
-39.8,-80.0,36.9,-449.4,
7.0,-123.0,121.3,-523.6,
49.6,-114.3,166.6,-545.3,
11.2,-62.9,207.5,-606.3,
46.3,-69.0,193.0,-511.0,
120.8,-50.7,85.9,-321.9,
168.9,-99.6,-15.0,-95.7,
142.3,-132.3,-55.6,56.5,
118.0,-198.0,-69.3,249.6,
95.8,-189.2,-167.0,324.6,
-3.6,-117.6,-207.0,392.5,
-187.8,-31.0,-266.6,453.8,
-212.9,-19.8,-235.4,396.5,
-144.6,11.5,-187.6,276.0,
-41.1,39.7,-73.6,135.2,
128.3,12.8,97.6,2.9,
196.6,-11.6,211.7,-82.9,
217.1,-33.8,191.2,-191.9,
160.5,38.3,172.7,-234.1,
74.9,105.3,53.2,-195.2,
152.7,131.3,6.6,-66.3,
110.3,155.0,-7.4,-14.6,
71.8,162.0,31.1,-30.0,
13.3,115.7,42.8,-100.7,
2.6,49.7,53.6,-191.0,
12.1,5.9,44.2,-203.2,
3.1,13.8,-34.9,-214.6,
-36.8,50.2,-66.7,-186.7,
-131.0,43.9,-57.1,-108.5,
-194.9,-9.6,-30.6,-77.4,
-252.8,-31.0,-6.4,-68.2,
-220.3,28.8,59.3,-42.2,
-132.7,5.5,121.3,-2.5,
-96.9,42.5,209.7,19.0,
-85.6,142.2,292.1,38.7,
-75.5,213.6,282.3,68.7,
-66.4,21.1,254.2,74.2,
-90.1,-6.1,298.7,69.2,
-68.5,-131.2,355.0,136.6,
4.0,-154.1,318.9,242.6,
32.9,-216.5,219.6,228.1,
59.4,-236.0,35.1,189.1,
35.6,-185.5,9.1,176.8,
13.9,-108.5,30.7,229.2,
46.8,-95.1,8.5,141.5,
64.3,-134.3,-49.6,105.4,
69.2,-146.6,-34.1,72.1,
93.3,-115.3,73.6,-74.5,
88.2,-67.7,115.2,-263.2,
26.2,-6.7,153.5,-290.6,
-71.0,64.7,235.7,-361.6,
-84.3,131.7,247.1,-385.0,
-73.1,140.1,257.8,-293.5,
-41.7,115.9,267.8,-142.0,
83.3,65.0,149.5,-40.8,
134.3,31.9,65.3,13.6,
181.0,61.8,-42.4,132.0,
195.4,100.0,-253.6,209.0,
182.8,154.5,-647.4,336.1,
77.7,205.3,-808.1,456.0,
7.0,238.4,-954.3,378.6,
-5.9,196.8,-998.5,280.2,
29.0,137.0,-877.4,190.8,
18.2,113.2,-694.0,16.0,
8.4,76.7,-594.1,-158.9,
52.1,43.3,-442.6,-226.9,
60.1,48.5,-304.9,-247.4,
-34.1,63.9,-129.6,-228.4,
-72.5,-11.6,29.9,-211.2,
-131.0,-108.3,133.4,-164.2,
-163.0,-121.8,265.0,-121.5,
-134.2,-63.7,316.0,-108.4,
-90.7,-117.2,269.2,-2.9,
-51.3,-184.8,340.0,96.6,
-44.7,-123.3,378.7,161.7,
-144.3,-147.2,297.1,244.8,
-215.6,-198.1,265.5,150.8,
-203.5,-283.9,237.0,11.4,
-169.4,-202.0,246.4,-80.3,
-180.9,-106.2,191.3,-128.9,
-152.9,-170.5,98.0,-172.7,
-127.4,-205.4,34.9,-127.2,
-8.1,-109.7,1.1,-85.7,
145.7,-71.0,-72.2,-47.8,
207.8,11.0,-80.8,8.1,
264.1,21.9,-35.7,59.0,
349.6,31.9,-10.6,105.5,
240.5,111.1,99.5,84.1,
113.2,207.0,303.2,64.9,
-6.4,348.5,387.3,87.3,
-52.8,329.7,513.8,120.1,
-10.2,244.0,628.7,73.7,
27.5,142.7,665.1,65.5,
117.7,64.8,686.3,140.9,
199.7,-5.9,630.6,269.4,
189.4,-18.5,408.9,323.3,
102.8,-6.5,137.0,434.7,
138.1,-16.7,-118.7,479.4,
106.7,-6.4,-417.6,468.7,
58.9,3.3,-617.8,435.6,
85.7,-35.4,-652.8,447.9,
78.3,-85.1,-684.4,362.7,
28.1,-90.5,-652.7,305.8,
-70.4,-83.5,-569.0,147.7,
-254.1,-77.1,-493.3,-147.4,
-379.1,-91.2,-288.0,-267.4,
-356.3,-86.1,-40.0,-450.2,
-252.6,-73.3,126.4,-549.6,
-196.2,-17.1,156.1,-640.2,
-144.9,-104.5,237.9,-612.4,
-129.3,-22.2,312.1,-537.2,
-30.2,137.9,379.5,-469.3,
34.2,298.0,358.2,-366.4,
69.4,360.5,376.8,-310.7,
37.6,417.1,325.6,-157.5,
-29.8,537.0,248.1,-96.2,
-38.3,521.5,121.5,-2.9,
1.9,309.4,36.9,13.5,
38.6,36.5,22.3,122.0,
58.7,-147.0,-47.3,248.9,
137.1,-180.2,-162.0,299.7,
190.5,-332.0,-270.0,158.7,
181.2,-414.6,-255.0,-87.4,
172.8,-339.6,-241.5,-255.7,
133.2,-271.3,-229.6,-409.4,
184.3,-250.7,-325.5,-494.3,
230.8,-231.9,-390.7,-471.7,
201.1,-180.6,-427.1,-451.6,
141.4,-102.8,-482.0,-433.7,
69.8,-116.9,-397.0,-342.3,
-74.7,-52.4,-293.9,-156.9,
-136.6,-40.7,-140.7,15.5,
-155.3,-51.3,-39.8,126.6,
-103.8,-61.0,-61.6,185.9,
-87.9,-69.7,-81.9,277.4,
-73.3,2.4,-100.6,257.7,
-136.9,-26.1,-145.9,177.3,
-147.9,0.7,-161.2,104.1,
-136.9,105.1,-58.1,63.0,
-69.2,204.6,67.7,25.4,
-7.4,243.8,151.9,-73.0,
16.8,185.8,197.4,-114.4,
-62.5,154.3,125.6,-129.0,
-72.5,48.3,-42.7,-36.5,
-62.4,-22.4,-157.9,101.7,
-88.3,-61.1,-180.1,79.7,
-80.2,-166.6,-200.8,59.2,
-87.6,-237.9,-185.8,133.7,
-121.3,-251.6,-141.3,144.3,
-176.2,-170.8,-44.4,153.5,
-169.9,-182.3,146.6,231.5,
-71.8,-38.4,338.0,302.1,
139.4,22.9,562.2,327.2,
229.3,78.6,591.3,385.1,
311.0,129.3,617.9,469.6,
285.1,175.5,592.0,454.6,
216.2,189.1,523.0,356.0,
112.2,150.2,419.2,289.2,
55.8,114.8,438.0,298.9,
-63.9,-44.9,352.5,307.8,
-79.3,23.3,150.2,200.4,
-36.8,2.5,67.7,-12.7,
1.9,96.8,-7.3,-164.9,
-32.9,79.9,-75.6,-303.0,
-64.6,64.4,-220.7,-378.2,
-113.0,-6.4,-239.6,-446.4,
-139.5,-45.2,-188.5,-549.6,
-147.5,-34.0,-204.1,-492.4,
-96.7,-2.7,-218.2,-371.8,
-24.1,44.7,-205.2,-199.7,
24.3,35.0,-240.1,6.3,
50.8,105.8,-144.1,199.9,
75.0,94.9,-28.1,375.8,
96.8,67.1,143.7,398.9,
37.5,41.7,303.9,378.5,
13.5,4.3,449.6,284.7,
64.2,23.0,431.5,165.4,
83.5,-19.6,346.8,-5.2,
88.9,-25.7,301.1,-27.0,
115.4,38.6,231.7,-5.3,
159.2,82.3,271.7,-98.1,
152.4,90.0,308.4,-148.0,
91.5,10.1,257.2,-224.2,
-29.0,-85.6,114.7,-236.5,
-183.6,-201.3,-110.8,-247.2,
-163.3,-216.7,-320.8,-232.9,
-107.2,-202.2,-511.4,-219.5,
-124.5,-214.8,-634.7,-168.3,
-171.4,-179.5,-701.3,-68.6,
-213.8,-147.2,-678.8,24.5,
-303.9,-156.2,-658.5,109.5,
-198.6,-111.6,-605.8,165.7,
-99.6,-87.3,-464.5,216.9,
-59.6,-2.9,-312.8,241.8,
107.8,106.2,-142.8,253.5,
222.0,246.4,-74.3,280.2,
492.0,340.4,-53.5,261.1,
529.1,357.3,-109.9,256.9,
296.2,279.2,-161.2,289.2,
266.4,180.0,-114.4,231.4,
294.5,64.1,41.6,113.7,
219.7,-13.8,104.3,-38.2,
60.5,-56.2,123.9,-181.2,
-125.7,-94.7,244.6,-273.4,
-351.0,-129.5,260.9,-357.2,
-320.3,-118.4,218.9,-464.4,
-347.7,-108.4,206.5,-561.7,
-272.7,-134.3,124.9,-495.8,
-204.5,-173.8,156.9,-389.3,
-142.5,-180.6,166.4,-317.3,
-86.0,-173.6,192.3,-200.3,
-34.7,-119.1,199.5,-90.1,
43.3,-53.3,205.6,10.2,
142.5,44.0,224.0,75.9,
78.4,134.5,132.3,88.9,
-3.1,100.2,14.4,58.4,
-13.5,69.0,-3.4,88.7,
-3.7,40.8,-19.7,204.3,
-64.9,32.7,-34.8,314.7,
-72.5,121.2,-48.5,386.7,
-65.1,227.0,-60.4,375.0,
-31.9,354.8,-32.6,364.4,
-25.8,372.1,-6.8,290.6,
12.4,263.1,16.8,223.5,
86.7,135.6,53.1,214.8,
182.3,49.9,20.3,158.9,
246.6,-28.4,-69.3,136.7,
258.2,-184.6,-133.5,142.5,
162.6,-164.4,-98.6,123.7,
98.3,-33.2,-109.6,150.3,
110.1,-119.2,-120.0,105.0,
14.6,-103.8,-252.5,14.3,
-75.3,-118.0,-309.5,-179.6,
-63.4,-208.4,-258.9,-373.6,
-95.1,-173.8,-119.7,-499.9,
-124.1,-121.3,48.7,-569.2,
-133.1,-131.3,116.0,-590.7,
-93.5,-105.4,219.1,-534.9,
-42.9,-145.6,313.0,-484.3,
-23.2,-153.1,330.2,-344.8,
6.9,-54.3,377.7,-213.6,
-20.2,16.3,393.1,-162.9,
-74.2,29.0,407.5,-23.6,
-110.2,87.4,374.4,107.3,
-182.5,161.9,302.2,191.8,
-153.2,152.3,198.5,237.4,
-143.9,126.2,158.6,250.3,
-135.4,102.4,45.4,236.1,
-55.1,124.3,-92.4,199.7,
83.1,130.8,-221.9,123.9,
139.4,124.7,-339.3,132.2,
190.4,86.2,-383.5,104.3,
174.5,11.5,-282.1,110.8,
188.2,-148.5,-241.4,58.5,
226.2,-126.2,-297.7,-15.3,
237.1,-106.0,-349.1,-45.3,
140.9,-125.3,-299.3,15.4,
-1.1,-177.1,-201.6,-41.0,
-95.6,-193.1,-136.4,-106.6,
-112.8,-179.5,-7.1,-185.6,
-128.6,-141.4,147.7,-302.3,
-114.6,-130.1,252.0,-379.8,
-101.8,-119.5,422.2,-365.3,
-113.4,-167.5,491.2,-275.1,
-81.3,-140.7,512.5,-216.6,
-52.3,-132.1,494.2,-99.5,
-61.1,-66.2,443.0,9.5,
-5.3,-21.7,209.5,165.1,
74.4,66.8,-157.6,310.2,
105.9,149.2,-304.1,404.4,
134.4,245.6,-437.6,558.4,
142.8,336.5,-397.5,661.8,
134.8,278.9,-434.7,567.0,
84.1,269.1,-402.1,446.5,
38.2,356.4,-372.5,398.9,
-3.4,321.4,-235.6,327.2,
2.3,246.7,-111.3,210.3,
-42.0,217.3,92.7,37.6,
-95.9,120.0,229.5,-77.9,
-103.1,-73.5,153.6,-58.7,
-122.9,-101.4,84.6,-41.4,
-188.9,-26.7,146.4,-59.7,
-145.2,-4.2,202.4,-107.5,
-25.6,16.3,253.2,-150.8,
94.1,-40.4,81.4,-190.0,
172.0,-57.6,-169.7,-202.1,
72.9,-41.9,-203.2,-149.3,
-17.3,-55.9,-294.5,-120.6,
-122.7,-43.0,-432.8,-112.0,
-193.7,-54.5,-508.9,-88.1,
-103.8,-65.0,-396.1,6.7,
-21.9,-74.3,-335.7,20.1,
73.9,-65.1,-281.2,32.6,
35.4,-40.6,-231.8,1.8,
4.9,-83.4,-132.5,17.6,
16.5,-75.7,-56.4,28.5,
48.3,-68.8,41.0,-31.7,
96.5,-98.6,52.1,-86.5,
140.4,-93.1,62.1,-107.1,
116.5,-68.2,92.4,-125.6,
22.1,-9.3,158.5,-178.4,
-16.4,15.0,201.1,-213.5,
-4.7,51.5,287.8,-258.5,
48.3,31.6,322.0,-287.5,
