Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major,
95.7,7.6,-73.6,-170.3,
47.0,-15.3,-80.6,-141.2,
20.2,-6.2,-60.6,-71.2,
-4.2,2.1,-30.5,-43.0,
2.7,-5.6,-14.0,0.3,
-4.2,-40.2,0.9,7.7,
1.4,-104.6,-30.5,14.4,
17.4,-183.7,-42.8,33.7,
31.9,-24.2,-39.1,39.1,
36.2,135.4,-69.7,55.1,
7.4,114.8,-82.1,59.6,
25.8,58.4,-100.8,45.7,
49.4,75.6,-117.8,49.4,
9.4,28.8,-96.6,30.6,
-50.7,14.7,-55.0,20.1,
-58.7,1.8,34.7,4.4,
-22.5,-9.8,47.2,-9.9,
-16.0,0.7,58.4,-48.3,
-10.1,-8.9,47.5,-65.1,
-4.7,-17.7,76.1,-30.8,
0.2,-9.8,102.4,-17.7,
-13.1,-17.1,78.4,-5.9,
-25.0,-23.7,71.2,4.7,
-13.6,-29.7,51.5,7.6,
3.4,-13.3,33.7,22.4,
0.5,-8.3,28.4,19.0,
-13.3,-12.8,13.8,35.9,
4.4,-0.4,0.5,60.5,
39.0,10.8,4.8,56.4,
14.3,0.7,16.2,40.3,
-17.2,-8.4,6.6,36.9,
-29.5,-11.2,4.2,18.6,
-11.0,-13.7,-3.2,1.9,
5.9,-16.1,30.6,-17.4,
27.3,-10.0,54.0,-45.7,
13.4,-8.3,67.1,-57.3,
-14.3,0.1,86.6,-27.2,
41.7,1.5,97.6,9.4,
113.9,5.6,83.0,33.8,
85.4,17.2,41.8,55.9,
42.0,25.0,-47.6,51.5,
34.4,26.4,-137.2,92.1,
13.0,40.8,-125.2,141.0,
19.9,19.9,-156.9,134.2,
14.4,-16.3,-205.0,128.1,
-7.3,-37.2,-216.8,139.1,
-1.3,7.3,-137.8,111.3,
14.0,37.3,-127.3,105.9,
0.8,31.8,-98.6,136.9,
-2.8,16.9,-72.6,124.0,
-6.1,3.3,-32.9,67.8,
-15.8,-17.4,3.1,-52.3,
-30.8,-21.2,49.0,-172.4,
-27.8,-11.2,54.7,-188.1,
-25.2,4.1,70.8,-202.4,
-8.9,1.3,105.2,-189.6,
-10.7,-1.1,136.6,-201.3,
-39.1,-21.6,165.0,-190.8,
-43.1,-18.7,183.2,-181.0,
-54.0,9.5,159.4,-154.4,
-77.5,-1.2,113.2,-114.2,
-74.4,-4.4,93.3,-77.7,
-54.9,-7.4,63.3,-57.8,
-16.9,-4.7,25.0,-15.8,
10.3,-2.2,10.1,0.7,
-4.6,-4.5,-3.4,5.8,
-0.2,-15.0,-32.1,10.5,
12.1,-24.5,-87.8,14.8,
8.4,-12.5,-95.8,18.7,
-22.1,-1.6,-45.1,35.7,
-50.8,13.9,14.1,45.1,
5.0,-13.4,37.8,48.1,
92.8,-32.0,30.3,71.1,
81.1,-28.7,23.4,92.8,
6.6,-31.9,17.0,90.1,
-3.1,-62.6,-10.7,102.8,
-11.9,-42.1,-45.8,100.6,
27.9,6.2,-68.9,98.5,
49.7,39.2,-122.9,73.9,
30.0,57.2,-203.6,70.7,
0.2,73.6,-257.7,61.7,
-5.3,68.7,-210.4,31.3,
29.1,91.2,-150.1,-5.3,
24.3,95.3,-127.3,-19.6,
-12.9,62.0,-121.2,-41.7,
-57.8,21.7,-102.6,-45.4,
-52.2,-5.5,-73.7,-26.4,
-47.1,-10.3,-36.5,-2.5,
-32.6,-32.7,26.9,19.2,
-10.3,-36.7,52.3,-5.7,
1.7,-33.0,91.5,-9.0,
-32.2,-29.6,141.8,-30.4,
-46.1,-14.2,134.9,-38.6,
-50.6,-16.9,152.7,-5.7,
-39.9,-4.3,136.4,34.9,
-3.0,-6.6,121.8,62.2,
21.5,16.4,135.5,77.0,
25.8,25.5,123.4,90.6,
5.2,50.7,105.1,78.4,
16.1,47.4,88.4,37.6,
26.0,19.7,79.5,-0.4,
28.9,-13.8,60.3,-5.2,
59.3,-27.3,37.9,-0.8,
14.0,-64.1,10.7,3.2,
-16.3,-118.6,-7.4,14.2,
32.5,-154.8,23.6,-23.0,
65.2,-161.3,11.9,-97.2,
47.0,-131.3,-35.8,-192.9,
19.5,-49.4,-41.9,-154.3,
24.3,79.3,-95.3,-72.3,
28.5,96.5,-116.6,-40.3,
32.4,80.9,-83.3,-11.2,
43.2,66.9,-65.1,-2.1,
26.1,54.1,-37.5,-41.7,
-7.9,42.5,-22.6,-63.2,
-21.4,31.9,-26.9,-69.4,
-17.2,22.2,-22.7,-39.3,
-13.4,30.9,11.0,-33.6,
-23.3,54.8,15.6,-18.6,
-38.3,47.6,44.4,13.0,
-40.7,41.1,48.4,25.4,
-27.7,23.3,31.9,59.0,
-11.1,17.8,35.4,90.5,
-4.2,3.0,38.5,119.2,
-13.1,-1.6,56.6,122.9,
-17.8,-14.0,77.8,92.4,
-40.9,-25.0,120.0,30.8,
-91.2,-28.2,162.2,-13.2,
-112.8,-31.1,200.8,-53.2,
-13.7,-5.7,196.2,-60.6,
85.2,-8.8,210.1,-107.0,
149.3,-42.2,190.0,-149.2,
114.0,-64.5,134.8,-144.1,
103.2,-93.0,79.6,-129.9,
73.9,-59.4,58.6,-62.9,
29.4,8.1,13.1,3.9,
4.8,37.0,-52.0,82.1,
-3.1,45.6,-95.1,92.0,
16.1,21.5,-198.1,139.6,
21.5,28.7,-353.1,147.8,
15.9,35.2,-414.7,123.6,
-18.8,29.1,-433.0,130.5,
-32.2,23.7,-415.5,97.2,
-61.1,18.9,-337.3,7.1,
-95.0,32.5,-238.0,-31.4,
-117.9,4.1,-122.1,-43.0,
-105.2,-10.6,-31.2,-75.9,
-76.8,-6.6,46.7,-86.2,
-36.1,4.1,60.7,-114.8,
-8.9,-4.5,73.4,-88.2,
5.7,-18.0,38.2,-48.1,
37.0,-5.4,27.4,-40.6,
73.6,-12.5,-1.8,-20.7,
78.4,-14.7,6.7,9.3,
73.8,-20.5,-1.5,3.9,
12.2,-12.0,19.9,18.7,
-31.8,-7.4,39.3,32.2,
-23.8,-11.6,68.9,28.2,
12.4,-7.5,73.9,32.1,
32.1,3.4,78.3,35.8,
73.8,5.1,100.1,21.1,
57.3,4.1,111.8,24.6,
32.4,21.8,114.9,17.9,
-35.4,34.4,124.5,25.7,
-142.1,41.1,102.5,41.3,
-128.5,59.7,82.6,29.1,
-141.8,26.5,79.7,25.1,
-130.4,-14.5,67.8,43.4,
-162.5,-53.2,36.0,42.2,
-191.7,-18.9,4.1,36.8,
-165.6,30.3,-16.9,39.5,
-157.9,62.9,-6.4,42.0,
-121.8,44.7,-10.3,35.0,
-62.4,17.0,-20.0,37.0,
-6.5,-37.6,-6.5,18.0,
73.3,-103.1,11.0,-6.6,
147.7,-76.8,17.7,-16.4,
195.8,-69.1,-13.4,-13.2,
239.5,-105.8,-44.4,12.0,
279.2,-86.7,-39.7,22.0,
242.9,-21.3,-79.9,43.4,
210.0,4.5,-84.8,68.5,
240.2,28.0,-69.5,119.0,
256.9,34.7,-73.7,169.9,
222.6,54.0,-69.3,189.7,
191.4,83.6,-43.0,136.0,
130.4,77.7,1.1,41.9,
-1.0,32.8,43.1,-47.8,
-132.2,14.6,103.3,-129.5,
-217.1,8.7,127.3,-139.9,
-263.2,-26.2,105.5,-149.5,
-106.8,-76.1,112.0,-158.3,
80.4,-56.7,82.1,-182.3,
106.0,-123.0,66.0,-204.3,
-7.6,-114.6,41.6,-198.1,
-28.0,-138.9,19.6,-228.6,
-121.9,-219.1,40.6,-169.2,
-138.7,-166.3,30.1,-98.3,
-91.8,-41.1,13.8,-89.7,
-20.8,181.2,-19.5,-64.6,
-59.0,271.9,-41.7,5.9,
-93.6,189.0,-53.8,91.4,
-103.8,113.6,-50.1,124.9,
-74.5,45.0,-40.0,112.8,
-82.9,24.0,-31.0,82.5,
-90.2,-32.6,-22.9,19.6,
-67.5,-84.0,4.7,-37.7,
-20.2,-99.6,60.2,-104.5,
-0.9,-57.2,84.0,-132.1,
17.0,7.2,47.7,-173.3,
33.2,89.2,54.3,-152.8,
102.0,121.4,12.4,-160.7,
209.2,112.0,28.6,-167.9,
167.6,138.5,3.7,-152.6,
78.2,146.7,-19.1,-138.9,
-3.3,154.1,-31.9,-81.3,
-13.6,94.9,-43.7,21.7,
15.4,23.4,-0.7,91.7,
41.6,-5.3,64.4,104.1,
1.5,-13.7,72.2,138.7,
-6.0,-37.3,47.5,170.4,
-52.6,-44.1,-18.7,179.9,
-71.0,-142.6,-98.4,188.7,
-44.2,-184.5,-152.1,164.8,
0.0,-171.2,-220.2,172.3,
77.9,-65.6,-335.0,205.7,
109.7,90.5,-413.3,224.1,
61.4,153.1,-427.8,186.5,
34.9,134.8,-338.2,123.0,
-21.2,49.8,-256.7,80.1,
-57.7,3.7,-140.0,41.4,
-91.1,-9.8,-31.1,-8.2,
-121.6,3.7,-45.3,-66.2,
-127.5,-7.2,-6.7,-104.5,
-113.0,4.2,75.2,-95.7,
-180.7,14.7,85.8,-74.4,
-209.8,-10.5,114.4,-31.0,
-166.4,-1.4,157.7,-24.3,
-127.5,-7.7,164.8,1.6,
-92.4,-13.5,185.6,-19.7,
-73.6,-19.0,191.4,-22.4,
15.5,-13.2,148.7,12.5,
130.8,-8.1,142.8,36.4,
208.4,-12.3,128.0,66.6,
194.0,-16.2,151.0,123.9,
155.0,-12.2,164.2,213.6,
189.6,-1.8,169.2,274.1,
191.7,1.4,187.4,289.4,
116.6,4.5,212.8,302.3,
48.5,-3.8,205.4,314.4,
56.8,-6.1,187.6,325.8,
96.0,-13.0,186.7,208.8,
0.9,-11.2,167.2,92.0,
-141.3,-9.9,154.4,48.2,
-349.2,-22.7,117.4,37.0,
-432.5,-37.5,69.5,26.9,
-508.1,-66.4,-28.3,-75.9,
-440.0,-87.1,-126.1,-116.0,
-295.2,-113.2,-163.4,-49.6,
-125.7,-103.5,-173.8,-59.3,
33.9,-57.8,-98.3,-132.0,
137.5,14.5,-68.2,-159.4,
231.6,23.8,-5.6,-149.3,
283.0,32.2,67.4,-172.1,
267.6,7.9,155.4,-207.5,
338.6,-14.1,144.9,-226.6,
403.1,-21.0,92.8,-268.0,
368.4,-27.5,64.8,-284.1,
358.1,-33.7,-13.5,-279.1,
367.8,0.1,-87.2,-247.8,
323.9,-5.1,-134.9,-203.2,
267.9,-26.5,-143.3,-185.9,
159.0,5.9,-119.2,-214.1,
-74.4,0.2,-140.9,-190.5,
-107.3,-5.0,-147.5,-178.3,
-76.4,-2.4,-129.7,-175.7,
-48.2,-13.4,-135.3,-188.5,
-72.6,-23.3,-150.2,-193.8,
-94.6,-26.6,-136.7,-162.1,
-73.1,-14.7,-132.6,-96.7,
-91.2,14.5,-151.1,-89.4,
-141.9,-15.0,-154.3,-100.3,
-281.6,-49.3,-107.9,-46.7,
-375.4,-117.6,-8.6,45.5,
-323.7,-243.9,203.9,107.5,
-120.8,-227.5,416.6,210.5,
72.6,-88.0,499.3,250.7,
148.3,43.2,524.3,235.6,
-10.7,196.7,364.6,151.6,
-113.7,216.9,177.8,117.4,
-131.8,197.6,2.0,143.8,
-148.3,145.9,-294.9,150.1,
-132.1,130.1,-578.3,91.7,
-32.4,59.2,-689.3,9.3,
7.0,20.5,-790.4,-88.9,
66.2,78.8,-761.2,-129.9,
99.0,132.0,-679.8,-120.9,
90.4,219.0,-505.8,-91.6,
100.5,184.2,-302.2,-181.2,
157.7,173.9,-110.9,-242.4,
195.4,222.4,112.9,-234.8,
176.9,231.5,262.5,-209.1,
136.2,192.1,287.6,-186.2,
98.7,83.6,209.4,-85.9,
34.8,-149.5,183.5,-18.8,
-26.2,-315.9,201.1,67.8,
-65.9,-285.1,179.4,99.7,
-87.7,-91.8,193.9,149.9,
-94.4,-66.5,176.0,214.6,
-52.6,-88.9,160.0,256.1,
-3.5,-109.2,119.8,277.9,
-23.3,-90.0,83.8,297.9,
-113.2,-106.4,72.6,329.5,
-203.3,-183.4,62.7,370.4,
-168.5,-140.1,106.6,363.9,
-136.8,2.3,130.6,358.1,
-69.5,59.7,195.8,325.9,
62.1,9.4,221.9,304.8,
156.0,-36.4,245.4,300.8,
191.5,122.7,248.2,214.9,
63.8,170.4,229.8,176.9,
-22.3,185.6,245.7,142.9,
-100.8,148.1,180.9,85.1,
-115.9,90.7,119.2,62.1,
-104.1,38.7,79.2,55.9,
-93.5,-27.8,-0.7,11.0,
-126.3,-18.2,-32.4,-53.6,
-117.5,-25.3,-3.2,-113.7,
-4.1,-31.6,23.5,-184.0,
41.7,-11.0,-31.9,-269.3,
111.5,-4.2,-96.8,-349.4,
148.8,-19.7,-157.7,-358.2,
136.1,-14.1,-165.0,-308.3,
145.7,-8.9,-142.6,-297.8,
135.3,-12.5,-95.8,-288.0,
38.0,-8.4,-77.2,-249.8,
50.5,-4.7,-82.2,-188.4,
38.5,-13.3,-76.9,-114.5,
48.9,-32.1,-72.2,-64.5,
77.5,-64.4,-51.9,-36.5,
103.2,-104.5,-18.7,-27.1,
46.4,-98.8,3.4,-4.0,
8.9,-64.3,23.6,3.8,
-91.1,-68.9,64.6,34.8,
-191.0,-56.9,59.8,74.0,
-281.8,-75.7,75.6,79.8,
-411.2,-99.5,108.7,112.1,
-430.6,-88.1,133.7,162.6,
-414.2,-66.8,148.3,208.6,
-305.9,-47.8,206.4,275.4,
-122.5,-55.7,328.4,320.3,
52.5,-40.2,518.8,313.5,
120.7,-9.3,445.3,264.0,
99.7,57.7,332.6,166.4,
193.7,105.2,105.8,12.2,
347.5,148.2,-166.0,-48.6,
450.9,155.0,-348.2,-103.6,
432.0,132.2,-513.3,-153.7,
380.5,98.3,-541.9,-292.8,
364.7,79.4,-677.8,-348.1,
293.7,18.3,-751.2,-398.2,
254.9,-86.5,-726.7,-381.4,
172.8,-129.8,-621.5,-281.2,
34.2,-66.3,-450.5,-112.8,
-22.6,-102.2,-244.0,-88.9,
-108.5,-92.4,-49.8,-67.3,
-186.6,-64.2,76.6,-47.6,
-257.5,-38.6,145.9,-64.0,
-244.7,-15.5,167.4,-110.0,
-186.2,-52.6,186.7,-123.5,
-132.9,-33.5,204.2,-84.5,
-84.5,-63.9,188.8,-49.0,
-75.6,-59.1,174.7,-16.8,
-115.2,14.5,136.0,-7.0,
-136.6,88.2,124.0,37.0,
-116.4,39.2,112.9,60.7,
-61.8,-5.6,121.8,67.5,
-39.2,1.5,112.3,99.7,
60.8,8.1,135.4,128.7,
160.9,14.0,141.8,155.0,
97.7,31.6,134.3,218.1,
-53.1,58.6,187.3,208.1,
-114.2,83.0,266.2,151.1,
-132.0,96.2,318.4,113.9,
-79.7,75.5,404.6,80.1,
-1.1,41.9,415.6,49.7,
-14.8,37.3,404.3,109.5,
-78.7,49.6,355.5,133.4,
73.8,83.2,258.3,155.4,
302.2,123.8,142.0,188.8,
393.6,140.4,-61.0,207.3,
256.0,125.9,-364.9,191.6,
181.2,85.7,-486.6,167.6,
159.1,15.3,-597.2,100.9,
98.1,-51.6,-697.8,53.4,
43.1,-94.9,-668.0,27.9,
27.4,-54.4,-475.7,20.7,
13.1,-32.2,-250.7,-14.8,
-56.4,-38.3,21.8,-99.9,
-196.7,-31.9,204.7,-157.7,
-252.1,-26.0,437.6,-231.4,
-234.0,-99.8,467.4,-221.3,
-217.3,-88.8,329.1,-177.0,
-174.2,-20.7,102.7,-121.1,
-161.1,6.2,-50.2,-70.3,
-149.5,30.6,-244.9,2.1,
-96.4,96.2,-372.2,11.5,
-9.5,122.5,-397.4,-50.2,
72.1,114.4,-338.0,-122.5,
124.8,77.9,-284.2,-190.5,
153.2,18.6,-201.2,-234.9,
143.6,-20.7,-94.6,-227.4,
134.7,-41.7,-82.4,-177.0,
126.4,-21.0,-70.8,-170.7,
145.0,10.0,57.3,-141.0,
137.9,38.3,108.8,-146.6,
87.7,54.2,156.3,-132.0,
53.6,23.9,199.9,-136.7,
10.6,-36.3,188.5,-116.5,
-39.5,-96.6,201.7,-90.9,
-139.4,-39.4,192.5,-47.1,
-182.5,-16.2,184.0,6.8,
-144.6,-21.4,176.0,115.9,
-133.6,-26.2,200.7,194.1,
-187.3,12.9,194.2,350.2,
-236.2,-0.9,175.1,454.1,
-280.6,-22.7,157.9,435.5,
-209.3,-67.0,120.7,418.4,
-142.2,-156.4,106.9,433.9,
-116.0,-143.3,67.3,391.4,
-28.2,-61.3,29.9,301.2,
30.2,-50.5,-33.9,195.6,
61.8,-40.8,-94.9,67.7,
148.6,-49.5,-102.5,-87.2,
230.3,-57.4,-80.6,-150.3,
240.9,-64.6,-113.6,-207.9,
153.8,-44.8,-143.6,-260.5,
118.7,-38.9,-105.5,-277.5,
150.5,-77.3,-61.2,-349.5,
199.0,-42.9,-55.4,-363.8,
67.5,-56.7,-60.9,-330.3,
-214.9,-102.0,-36.2,-278.6,
-497.9,-72.4,-22.7,-231.7,
-608.3,9.0,6.1,-188.9,
-441.7,66.9,32.5,-149.9,
-290.3,119.4,16.1,-99.8,
-152.7,128.3,13.7,-67.3,
22.5,206.8,-4.7,-25.5,
195.0,178.4,-21.2,-5.8,
263.2,146.0,-16.9,43.2,
242.2,135.7,-49.5,128.9,
411.4,91.2,26.7,140.4,
570.8,130.4,187.9,129.6,
632.8,136.9,303.3,120.0,
501.0,235.2,366.5,93.8,
313.1,333.5,499.2,86.0,
288.7,320.1,551.1,151.8,
175.9,214.4,536.1,161.0,
115.9,1.7,437.6,153.7,
137.4,-393.4,296.8,147.1,
88.7,-447.7,90.3,141.2,
44.2,-497.1,-157.2,159.8,
-24.7,-364.5,-389.9,177.0,
-113.0,-324.7,-601.6,143.4,
-123.2,-288.6,-738.7,95.0,
-175.3,-255.9,-813.2,116.0,
-165.3,-165.5,-789.8,87.4,
-104.1,-138.7,-644.1,39.6,
-128.9,-214.6,-474.0,-44.7,
-151.7,-192.4,-222.9,-101.6,
-159.6,-131.1,10.7,-195.8,
-142.9,37.7,40.7,-284.2,
-127.7,196.6,12.7,-271.1,
-113.9,216.6,36.9,-174.0,
-92.3,197.3,13.1,-56.8,
-72.3,179.6,-91.5,22.4,
-83.9,225.9,-111.4,66.1,
-135.0,296.4,-27.0,54.3,
-229.7,257.8,80.9,90.2,
-165.6,222.6,178.7,101.5,
-130.7,190.6,241.9,131.0,
-162.5,161.6,322.7,192.9,
-152.9,135.3,417.5,249.2,
-56.2,15.6,403.9,300.3,
8.0,-70.0,344.8,267.4,
43.0,-23.4,269.7,249.7,
-10.3,47.4,201.3,200.8,
-58.7,60.4,68.6,168.0,
-50.1,25.5,-102.0,174.2,
53.6,-6.2,-171.5,92.7,
209.1,-15.7,-234.8,-59.0,
146.7,-24.3,-254.8,-162.2,
89.7,-16.2,-273.3,-369.1,
71.8,-8.7,-196.7,-396.5,
24.3,-28.0,-98.9,-471.7,
-18.6,-33.3,-87.0,-540.0,
-6.1,-49.1,-146.4,-436.2,
29.0,-63.3,-179.2,-341.7,
39.9,-39.9,-112.5,-256.0,
88.8,-26.7,-51.8,-115.8,
62.8,-0.1,3.2,-21.9,
70.9,24.1,67.7,-5.2,
5.6,15.4,93.1,41.0,
-108.8,-15.0,116.2,54.6,
-218.4,-76.2,122.9,15.5,
-431.6,-84.8,142.4,-20.2,
-888.0,-60.8,160.4,-52.9,
-954.2,-24.7,133.5,-44.4,
-659.8,-57.9,138.8,-71.9,
-284.7,-64.2,116.7,14.7,
-41.6,-48.4,88.3,25.1,
90.5,-44.1,84.8,-29.1,
210.6,-49.0,81.5,-39.5,
466.8,4.1,90.7,-31.2,
766.7,84.1,48.8,-23.7,
968.4,94.9,6.7,-16.8,
1078.7,47.1,11.9,-23.7,
979.2,21.5,56.5,-18.1,
828.5,46.3,134.9,19.8,
636.4,98.0,188.9,64.0,
411.5,92.5,219.1,117.4,
260.1,51.7,282.0,153.0,
67.3,14.8,243.6,185.2,
-158.5,21.2,136.1,190.3,
-189.0,-45.0,90.7,162.3,
-216.8,-188.6,21.1,166.6,
-242.3,-208.4,-42.2,188.6,
-219.7,-113.4,-99.6,151.4,
-240.2,-61.4,-194.3,106.5,
-258.6,-14.2,-283.3,40.2,
-240.8,-28.0,-364.0,-21.7,
-193.4,10.8,-395.0,-30.0,
-178.8,46.1,-345.9,-52.0,
-139.8,78.1,-248.5,-45.6,
-151.0,49.0,-106.5,-87.7,
-225.2,4.8,-12.0,-82.6,
-215.2,28.4,73.7,-68.3,
-223.6,35.2,120.6,-73.3,
-215.3,28.3,163.2,-61.5,
-207.7,69.7,227.6,-6.3,
-108.2,63.7,239.3,113.0,
-37.1,-11.2,186.2,232.4,
-24.0,-64.9,99.4,309.9,
11.1,-94.4,-29.1,210.6,
0.6,-51.0,-80.2,68.9,
-125.1,-75.5,-33.4,12.3,
-210.8,-185.0,-75.8,29.3,
-226.6,-232.3,-88.6,107.5,
-99.4,-77.1,-30.4,178.7,
28.3,11.3,10.3,228.5,
113.7,73.1,84.5,190.8,
253.8,129.3,94.1,86.4,
348.1,180.3,-37.8,-11.7,
331.1,195.5,-207.4,-23.7,
284.3,237.3,-367.0,58.9,
185.3,223.6,-429.1,134.0,
95.0,187.7,-448.0,105.8,
36.0,90.7,-430.9,-7.8,
3.7,50.6,-353.1,-53.9,
-5.8,60.7,-282.6,-180.7,
-66.8,6.2,-218.6,-368.3,
-185.8,-24.1,-114.0,-493.0,
-338.8,-33.9,12.4,-515.2,
-399.4,-74.6,199.2,-494.1,
-491.8,-169.4,322.7,-437.3,
-575.7,-233.6,297.7,-351.4,
-589.5,-245.1,274.8,-304.4,
-432.3,-234.1,140.8,-205.2,
-119.9,-223.9,87.5,-89.3,
192.0,-231.9,101.4,19.7,
394.4,-223.2,86.0,146.8,
504.3,-200.9,123.6,197.7,
536.8,-141.0,134.7,212.5,
565.9,-36.7,166.3,225.7,
591.9,6.2,175.9,108.8,
364.5,96.6,167.3,91.9,
89.6,131.9,175.3,104.5,
-96.0,121.6,138.9,90.2,
-197.9,131.8,105.7,100.5,
-47.8,88.4,135.3,88.7,
33.6,33.1,140.3,20.1,
107.5,69.9,115.0,10.4,
129.5,129.8,91.9,17.6,
232.6,170.2,111.9,67.9,
175.8,178.1,55.8,74.0,
56.0,172.1,-64.4,79.5,
9.4,154.8,-184.4,73.8,
-32.5,128.1,-200.2,29.0,
-19.2,123.9,-157.9,-25.2,
63.1,120.0,-196.4,-76.3,
53.0,100.2,-184.9,-136.0,
24.6,67.4,-89.2,-96.3,
33.9,0.6,-50.8,-60.2,
26.4,-27.6,30.8,-27.2,
48.7,17.1,62.5,-9.4,
69.3,-6.0,52.6,-69.7,
4.2,-55.9,96.3,-78.0,
-39.0,-9.0,120.0,-27.5,
-30.4,-98.0,112.6,5.1,
-109.8,-161.1,13.6,22.7,
-268.8,-101.3,-57.2,27.7,
-245.8,-4.4,-95.6,51.7,
-183.6,112.3,-130.3,64.3,
-164.7,190.8,-119.4,83.6,
-79.2,233.8,-128.7,71.4,
-63.8,427.1,-172.2,26.5,
-21.8,509.8,-179.5,7.7,
-35.3,384.3,-113.3,-9.7,
-47.5,224.4,-50.7,-15.5,
-80.0,120.5,70.4,-2.7,
-225.4,-11.7,328.6,25.5,
-495.4,-234.7,513.5,51.1,
-385.8,-386.9,548.1,74.6,
-286.4,-580.3,579.7,53.4,
-317.2,-505.6,498.1,34.6,
-290.1,-620.2,323.6,63.3,
-315.4,-600.0,164.7,82.8,
-201.5,-544.0,-62.7,121.2,
-14.8,-390.2,-274.8,196.9,
161.2,-162.5,-467.5,272.8,
413.0,-132.4,-642.6,341.9,
514.1,-50.0,-710.6,352.1,
545.5,-25.1,-772.3,345.6,
573.9,43.1,-715.3,325.3,
599.6,63.7,-560.6,254.0,
622.7,82.3,-332.0,149.1,
477.5,99.3,-179.7,-33.7,
307.4,114.7,-41.5,-207.8,
146.9,128.6,134.1,-320.7,
42.3,192.5,202.4,-423.3,
-90.2,203.6,305.8,-441.1,
-176.4,171.1,286.8,-491.6,
-254.8,103.2,337.7,-412.9,
-354.2,59.0,384.1,-398.1,
-392.8,66.8,341.4,-384.7,
-427.9,73.8,276.9,-302.4,
-332.4,66.8,194.9,-185.2,
-242.7,48.2,163.2,-107.2,
-137.9,19.8,153.8,-36.4,
-67.7,3.7,110.4,27.7,
47.4,-29.3,86.9,15.9,
93.3,-51.4,51.0,-16.1,
-6.5,-78.9,-8.0,-64.4,
-148.7,-70.4,16.1,-38.1,
-205.4,-56.5,81.7,33.9,
-85.8,-55.3,72.9,82.3,
22.9,-94.7,32.9,126.5,
150.0,-167.0,25.4,150.8,
235.3,-158.0,18.6,245.7,
344.3,-43.9,-35.6,310.5,
373.7,140.5,-94.9,318.4,
275.9,249.6,-175.1,353.7,
264.9,235.8,-207.3,343.4,
185.6,274.6,-236.5,276.2,
177.8,356.8,-263.1,232.5,
151.7,303.9,-303.2,208.8,
92.7,236.8,-310.6,100.0,
54.9,158.0,-238.2,-71.2,
-9.3,104.8,-132.0,-185.1,
-70.1,56.3,-4.6,-247.2,
-109.7,29.6,81.1,-303.6,
-116.9,5.2,190.4,-389.0,
-110.7,-17.2,261.5,-373.3,
-117.2,-37.6,325.9,-274.1,
-134.1,-68.2,314.1,-235.6,
-149.6,-106.9,260.4,-200.8,
-137.0,-102.2,191.9,-169.4,
-198.9,-115.7,93.9,-83.0,
-260.7,-127.6,79.5,-1.9,
-204.7,-108.2,-27.3,50.5,
-211.5,-83.7,-127.8,78.4,
-138.3,-61.4,-167.6,86.0,
-50.9,-41.3,-203.4,60.7,
31.3,-43.1,-193.1,22.8,
127.2,-53.9,-164.1,-12.1,
191.6,-30.2,-84.4,-8.1,
226.4,-20.4,33.6,39.3,
215.3,21.9,112.7,83.9,
166.4,40.2,128.4,64.5,
121.7,-41.4,142.9,57.9,
64.8,-122.9,132.8,101.4,
-45.1,-175.8,59.9,142.5,
-155.2,-262.6,-6.6,169.4,
-170.2,-180.8,-67.4,213.8,
-158.3,-42.6,-186.7,243.7,
-77.4,89.1,-340.6,227.3,
17.4,243.1,-361.3,212.7,
106.6,305.1,-305.1,199.3,
211.3,399.1,-220.0,137.9,
253.3,313.3,-111.4,76.5,
265.9,235.2,-41.3,20.8,
113.8,136.1,125.4,-44.2,
-155.6,46.1,193.2,-105.3,
-118.8,57.7,254.7,-160.6,
-18.9,47.1,272.8,-210.6,
-49.5,-97.7,289.0,-269.0,
-77.1,-408.5,210.1,-275.9,
-152.3,-630.5,166.4,-253.0,
-402.9,-589.8,126.5,-166.1,
-769.8,-479.2,43.4,-106.5,
-1013.7,-378.8,10.4,-73.7,
-1057.7,-226.8,-0.1,-44.2,
-936.4,-144.0,-9.6,-52.7,
-679.4,-69.2,-33.8,-60.6,
-312.7,-1.3,-55.4,-68.3,
126.8,60.2,-48.2,-49.2,
658.5,115.8,-29.6,-32.2,
872.6,166.3,-45.0,-6.0,
937.1,181.0,-38.7,-42.0,
877.5,194.3,-59.7,-75.0,
930.8,206.4,-46.0,-80.6,
881.6,194.1,10.8,-48.5,
836.9,182.7,115.3,17.7,
796.5,172.3,186.4,122.9,
686.4,110.0,250.7,221.2,
386.0,21.4,285.3,259.1,
184.2,-14.3,252.5,270.2,
-72.7,-131.8,145.2,280.3,
-239.3,7.9,45.0,308.9,
-269.5,101.7,-97.6,334.9,
-241.5,186.9,-268.2,358.6,
-266.0,202.1,-428.6,409.2,
-242.5,159.5,-449.8,349.6,
-220.8,95.0,-468.8,229.5,
-163.3,106.3,-417.4,6.7,
-179.3,137.8,-370.5,-205.9,
-193.9,127.9,-356.0,-288.4,
-179.1,83.9,-317.1,-463.2,
-165.6,59.9,-211.5,-393.9,
-153.6,38.2,-83.8,-413.5,
-164.0,18.5,104.7,-431.1,
-173.6,-11.4,280.1,-412.6,
-147.3,-16.8,348.3,-302.2,
-91.1,-41.2,327.2,-201.8,
-25.6,-44.9,308.1,-84.8,
